-0.215;0.015
-0.24;0.03
-0.24;0.005
-0.225;-0.02
-0.225;-0.05
-0.2;-0.055
-0.23;-0.05
-0.28;-0.05
-0.365;0
-0.41;-0.025
-0.455;-0.025
-0.5;-0.005
-0.55;0.015
-0.555;-0.01
-0.545;-0.04
-0.55;-0.02
-0.575;-0.025
-0.585;-0.025
-0.58;-0.025
-0.56;-0.035
-0.58;-0.045
-0.62;-0.025
-0.635;-0.015
-0.57;-0.035
-0.405;-0.065
-0.17;-0.07
0.13;-0.005
0.39;0.08
0.695;0.01
1.08;-0.35
1.615;-0.985
2.15;-1.625
2.505;-2.265
2.51;-2.845
2.345;-3.21
2.08;-3.125
1.67;-2.55
1.18;-1.915
0.695;-1.405
0.28;-1.055
-0.09;-0.785
-0.42;-0.575
-0.695;-0.445
-0.855;-0.35
-0.935;-0.265
-0.925;-0.21
-0.885;-0.12
-0.835;-0.04
-0.79;0.015
-0.77;0.095
-0.765;0.15
-0.76;0.16
-0.75;0.22
-0.75;0.245
-0.725;0.24
-0.725;0.245
-0.72;0.265
-0.705;0.29
-0.7;0.32
-0.69;0.325
-0.675;0.33
-0.68;0.335
-0.685;0.355
-0.68;0.38
-0.685;0.405
-0.705;0.405
-0.67;0.43
-0.66;0.43
-0.65;0.425
-0.66;0.48
-0.64;0.48
-0.675;0.5
-0.68;0.515
-0.655;0.555
-0.645;0.575
-0.67;0.6
-0.7;0.645
-0.705;0.68
-0.705;0.705
-0.7;0.74
-0.73;0.78
-0.75;0.81
-0.755;0.845
-0.7;0.855
-0.735;0.88
-0.73;0.9
-0.755;0.9
-0.765;0.885
-0.72;0.875
-0.655;0.865
-0.615;0.795
-0.57;0.77
-0.57;0.7
-0.5;0.64
-0.46;0.575
-0.46;0.495
-0.45;0.435
-0.435;0.39
-0.405;0.34
-0.385;0.295
-0.385;0.24
-0.395;0.215
-0.38;0.2
-0.365;0.165
-0.39;0.15
-0.395;0.11
-0.42;0.11
-0.415;0.135
-0.41;0.1
-0.41;0.09
-0.41;0.07
-0.4;0.075
-0.4;0.09
-0.385;0.09
-0.415;0.08
-0.42;0.09
-0.43;0.095
-0.465;0.09
-0.445;0.07
-0.435;0.07
-0.43;0.08
-0.455;0.085
-0.46;0.09
-0.44;0.08
-0.43;0.1
-0.44;0.07
-0.44;0.09
-0.445;0.055
-0.455;0.065
-0.45;0.06
-0.42;0.06
-0.435;0.05
-0.455;0.06
-0.44;0.04
-0.43;0.045
-0.43;0.06
-0.455;0.03
-0.43;0.045
-0.425;0.035
-0.385;0.025
-0.38;0.015
-0.375;0.01
-0.355;0.025
-0.285;0.03
-0.26;0.03
-0.265;0.04
-0.24;0.085
-0.225;0.07
-0.175;0.12
-0.145;0.12
-0.15;0.115
-0.13;0.095
-0.095;0.07
-0.065;0.05
-0.055;0.035
-0.07;0.02
-0.1;0.005
-0.095;-0.035
-0.08;-0.045
-0.08;-0.055
-0.105;-0.05
-0.16;-0.04
-0.225;-0.01
-0.26;-0.035
-0.34;-0.04
-0.39;-0.015
-0.42;0
-0.415;-0.015
-0.4;-0.02
-0.45;-0.035
-0.47;-0.02
-0.465;-0.035
-0.46;-0.03
-0.45;-0.02
-0.46;-0.04
-0.5;-0.03
-0.515;-0.05
-0.43;-0.065
-0.255;-0.08
-0.015;-0.075
0.22;0
0.45;0.08
0.755;-0.03
1.125;-0.405
1.665;-1.02
2.185;-1.66
2.44;-2.255
2.335;-2.805
2.125;-3.135
1.87;-3.015
1.47;-2.395
0.98;-1.765
0.555;-1.265
0.19;-0.955
-0.115;-0.72
-0.42;-0.54
-0.68;-0.435
-0.82;-0.34
-0.865;-0.28
-0.85;-0.205
-0.795;-0.15
-0.755;-0.07
-0.72;0
-0.695;0.065
-0.695;0.09
-0.675;0.125
-0.675;0.155
-0.675;0.175
-0.67;0.2
-0.67;0.185
-0.67;0.2
-0.69;0.215
-0.68;0.24
-0.67;0.235
-0.66;0.245
-0.645;0.265
-0.67;0.27
-0.67;0.275
-0.68;0.325
-0.69;0.3
-0.68;0.335
-0.665;0.34
-0.66;0.35
-0.68;0.375
-0.675;0.405
-0.68;0.435
-0.695;0.455
-0.71;0.455
-0.705;0.495
-0.72;0.51
-0.73;0.54
-0.725;0.595
-0.74;0.635
-0.765;0.665
-0.775;0.69
-0.795;0.705
-0.82;0.735
-0.835;0.76
-0.825;0.745
-0.835;0.78
-0.79;0.81
-0.8;0.795
-0.755;0.805
-0.735;0.75
-0.715;0.715
-0.695;0.66
-0.655;0.565
-0.605;0.52
-0.57;0.455
-0.54;0.39
-0.51;0.32
-0.475;0.27
-0.48;0.215
-0.46;0.16
-0.495;0.14
-0.47;0.095
-0.46;0.065
-0.455;0.06
-0.465;0.045
-0.48;0.025
-0.505;0.01
-0.48;0.005
-0.495;0
-0.49;0
-0.46;-0.005
-0.465;0.005
-0.5;-0.015
-0.5;-0.01
-0.5;0
-0.525;0.01
-0.51;-0.01
-0.53;0.005
-0.535;0
-0.55;0
-0.54;0
-0.545;-0.005
-0.54;-0.005
-0.545;0
-0.55;-0.015
-0.565;0
-0.56;-0.02
-0.555;-0.015
-0.56;0
-0.54;-0.02
-0.56;-0.02
-0.555;-0.01
-0.545;0.005
-0.56;-0.02
-0.565;-0.025
-0.55;-0.03
-0.525;-0.025
-0.55;-0.025
-0.52;-0.04
-0.525;-0.035
-0.51;-0.035
-0.5;-0.055
-0.45;-0.06
-0.425;-0.05
-0.395;-0.035
-0.34;0
-0.3;0.025
-0.295;0.035
-0.265;0.055
-0.23;0.07
-0.21;0.05
-0.215;0.03
-0.185;0.02
-0.16;-0.02
-0.19;-0.03
-0.205;-0.045
-0.2;-0.085
-0.17;-0.075
-0.13;-0.1
-0.145;-0.1
-0.21;-0.075
-0.28;-0.07
-0.33;-0.07
-0.35;-0.085
-0.36;-0.085
-0.455;-0.045
-0.5;-0.04
-0.51;-0.045
-0.5;-0.06
-0.54;-0.085
-0.515;-0.055
-0.52;-0.085
-0.515;-0.065
-0.535;-0.06
-0.56;-0.07
-0.575;-0.095
-0.53;-0.085
-0.41;-0.105
-0.2;-0.11
0.085;-0.055
0.33;0.015
0.595;0.015
0.915;-0.255
1.355;-0.81
1.89;-1.44
2.32;-2.08
2.4;-2.655
2.25;-3.105
1.985;-3.235
1.675;-2.805
1.19;-2.17
0.72;-1.585
0.35;-1.18
0.02;-0.89
-0.31;-0.665
-0.605;-0.53
