50;20;30
50;23;27
50;25;25
50;43;7
50;39;11
60;20;20
56;25;19
50;25;25
65;18;18
57;14;29
43;23;34
61;18;21
57;21;21
50;20;30
59;19;22
57;14;29
50;33;17
59;26;15
55;26;19
63;22;16
50;18;32
59;16;25
57;26;17
63;17;21
52;30;19
57;29;14
52;30;19
55;23;23
67;17;17
69;25;6
57;22;22
67;29;5
48;32;20
63;14;23
64;16;20
62;18;20
61;19;19
63;20;17
71;17;13
64;17;19
61;25;14
69;15;15
55;27;18
60;23;16
54;22;24
55;19;26
59;24;18
56;27;17
54;21;26
60;27;13
56;24;21
50;31;19
44;40;16
52;29;19
61;22;17
56;24;20
56;22;22
66;20;14
61;20;19
64;20;16
63;18;20
69;19;12
60;22;18
58;24;18
68;20;12
55;30;15
66;24;11
63;22;15
59;27;14
63;21;16
53;28;19
59;32;9
60;33;7
56;25;19
57;30;13
50;27;23
63;31;6
50;25;25
62;29;10
55;30;15
48;33;19
67;18;15
70;22;8
71;18;11
65;21;15
62;26;13
61;26;13
65;18;18
60;19;21
55;27;18
59;23;18
63;23;15
59;23;18
62;26;13
63;27;10
67;22;11
58;24;18
67;23;10
67;30;4
65;25;10
72;22;6
47;32;21
57;24;19
55;27;18
56;30;15
59;22;19
66;20;14
65;30;5
60;24;17
65;19;16
60;28;12
61;28;11
57;31;11
61;21;18
56;23;21
60;30;9
58;26;16
55;32;13
64;24;12
57;27;16
64;24;12
62;28;10
68;25;7
58;29;13
55;41;5
65;20;15
58;33;8
56;24;20
65;20;15
59;21;21
63;31;6
60;26;14
67;21;13
72;17;10
59;23;18
64;28;8
51;35;14
53;33;14
53;26;21
65;19;16
56;38;6
56;29;15
52;29;19
59;21;21
67;21;13
50;31;19
43;43;13
39;43;17
36;41;23
33;38;29
56;38;6
67;17;17
60;30;10
65;25;10
61;29;11
58;25;17
58;25;17
58;29;13
54;12;35
50;36;14
63;17;21
57;26;17
57;24;19
65;15;19
56;22;22
63;26;11
55;24;21
58;31;12
62;19;19
64;12;24
52;33;14
47;35;18
45;32;23
48;29;24
56;33;11
56;13;31
52;24;24
52;22;26
50;22;28
44;22;34
61;29;11
56;32;12
52;26;22
64;18;18
52;39;9
64;27;9
55;24;21
48;30;22
59;22;19
56;25;19
50;29;21
58;29;13
57;30;13
63;17;21
58;32;11
45;27;27
56;31;13
36;41;23
47;24;29
48;43;10
42;35;23
50;29;21
58;27;15
65;21;15
61;24;16
68;21;12
57;29;14
62;31;8
61;26;13
54;34;11
57;26;17
60;25;15
58;28;14
67;23;10
53;28;20
60;20;20
48;23;30
53;31;17
53;26;21
59;28;14
48;28;24
43;26;30
61;26;13
58;19;23
61;22;17
72;15;13
78;12;10
75;16;10
82;14;5
69;21;10
75;14;11
72;18;10
71;22;7
71;16;12
75;21;4
73;18;9
66;23;11
67;17;17
71;17;12
71;14;14
58;29;13
69;17;14
59;31;9
66;19;16
63;19;19
65;26;9
63;22;15
56;32;12
63;30;7
65;18;18
73;20;7
79;12;9
68;16;16
59;28;13
58;28;15
71;18;12
69;19;13
60;25;15
63;24;12
66;20;15
59;27;14
56;24;20
63;31;6
58;26;16
59;24;16
50;35;15
52;34;14
63;21;16
54;25;21
53;35;12
61;35;4
62;14;24
63;17;21
73;22;5
72;19;9
74;15;11
69;19;12
69;18;12
70;23;6
60;23;17
70;21;9
65;20;15
63;19;19
65;24;11
70;22;7
68;18;14
70;23;7
63;26;12
65;24;11
66;25;9
52;35;13
48;33;18
54;29;17
61;28;11
59;18;23
60;28;12
65;19;15
62;28;10
67;22;11
68;18;13
73;20;8
66;24;11
64;28;8
62;26;12
69;17;14
55;27;18
70;19;11
65;22;14
65;21;14
59;24;16
56;29;15
56;19;25
70;20;10
67;20;13
50;27;23
52;28;20
53;42;5
56;33;11
55;23;23
50;22;28
52;19;29
58;31;12
57;25;18
62;23;15
48;28;24
52;38;10
56;20;24
57;29;14
75;17;8
50;27;23
59;28;14
65;22;13
63;23;13
52;31;17
70;22;7
58;23;19
52;28;21
59;23;18
64;32;5
50;35;15
47;35;18
60;33;7
56;31;13
47;37;16
41;32;27
59;33;7
72;16;12
78;13;9
63;22;15
67;26;7
54;23;23
60;16;24
68;21;11
58;19;23
66;28;7
69;19;12
66;19;16
57;27;17
63;30;7
56;30;15
59;21;21
58;21;21
65;30;5
60;20;20
57;38;5
57;24;19
57;30;13
58;21;21
65;25;10
62;27;12
68;18;13
55;26;18
67;18;15
67;22;11
65;20;15
55;25;20
51;26;23
54;19;27
62;24;14
57;20;24
63;20;16
57;28;15
63;16;21
67;18;15
50;24;26
53;20;28
56;32;12
52;29;19
48;35;17
48;39;13
56;30;15
41;34;24
48;28;24
60;17;23
66;17;17
69;20;11
66;18;16
70;21;9
66;22;12
56;18;26
62;21;17
62;22;16
65;21;14
61;24;16
65;23;12
59;23;18
57;22;22
64;21;14
71;18;12
61;24;16
71;21;7
66;21;14
63;25;13
57;25;18
59;25;16
62;19;19
68;28;4
58;18;24
40;21;39
52;14;34
56;15;29
55;19;26
53;15;32
50;23;27
49;25;26
49;16;36
46;14;40
46;12;42
44;18;38
46;16;37
46;17;37
52;19;30
57;18;25
58;15;28
59;21;21
47;29;24
51;31;17
61;25;14
52;26;23
61;18;21
56;22;22
52;17;31
57;17;26
57;14;29
51;16;33
45;17;38
41;12;47
38;14;48
36;17;47
46;16;38
45;19;36
51;18;31
47;21;32
49;19;32
50;20;30
44;20;36
36;18;46
43;17;39
39;26;34
50;25;25
42;29;29
33;29;38
35;26;38
42;21;36
39;21;39
36;25;38
39;14;47
43;15;43
38;19;43
38;15;47
46;16;38
43;18;39
35;23;42
46;19;35
51;16;33
47;24;29
45;22;33
42;25;33
50;14;36
41;16;43
39;27;34
52;23;26
48;29;23
50;27;23
50;27;23
44;28;28
52;22;26
52;20;28
48;24;28
50;13;38
46;21;33
44;18;38
40;22;38
42;17;42
47;18;36
41;9;50
49;14;37
50;15;35
50;16;34
49;18;33
44;17;39
49;20;31
49;16;36
46;19;35
50;17;33
54;21;25
39;25;36
40;30;30
52;29;19
50;31;19
50;27;23
45;15;40
38;33;29
50;13;37
51;14;34
47;18;34
47;16;37
56;11;33
48;19;33
44;21;35
42;24;34
39;24;37
44;21;35
48;20;32
54;17;29
45;19;36
42;17;42
42;19;40
42;22;36
52;26;22
55;24;21
52;22;26
55;30;15
42;35;23
47;21;32
50;21;29
47;21;32
49;30;21
59;16;25
59;17;24
57;19;24
60;21;19
54;21;25
57;22;21
54;26;20
46;25;29
54;28;18
50;28;22
55;26;19
60;22;18
56;24;20
59;27;14
61;18;21
58;27;15
51;29;20
48;37;15
52;26;22
54;25;21
59;33;7
53;28;19
62;19;19
63;27;10
59;20;20
62;20;18
61;24;16
66;23;11
62;22;16
64;28;8
59;24;17
60;24;16
48;28;24
55;25;20
73;20;8
60;30;9
60;26;14
64;25;11
60;23;17
62;23;15
52;29;19
65;26;9
48;35;17
53;24;24
50;35;15
56;36;8
68;20;12
66;22;13
68;24;7
65;22;13
60;23;17
67;26;8
62;24;14
61;30;9
67;23;10
58;23;20
65;21;14
72;21;7
58;31;11
52;33;15
67;22;11
68;23;10
58;29;13
62;31;8
50;31;19
41;22;37
52;28;20
55;23;23
42;27;31
54;25;21
48;43;9
60;23;17
67;23;10
69;23;8
57;24;20
57;30;14
58;27;15
55;31;15
60;26;15
57;27;16
56;30;14
62;23;15
61;22;18
62;29;10
72;21;8
62;21;18
59;32;9
61;19;19
61;30;9
58;37;5
56;25;19
65;29;6
63;19;19
43;33;24
52;26;23
62;21;18
70;19;11
66;18;16
70;18;13
67;18;15
66;22;12
60;27;13
65;25;10
68;23;10
56;31;13
61;27;12
57;31;12
62;28;10
57;24;19
64;22;14
58;31;11
59;27;14
59;22;19
52;38;10
45;36;18
44;28;28
42;35;23
67;27;7
67;29;4
59;25;16
55;21;24
63;25;13
58;28;14
58;26;16
53;21;26
71;19;10
60;20;20
70;26;4
55;24;21
55;36;9
62;31;7
61;31;8
56;33;10
62;26;12
61;33;6
53;31;16
52;36;12
42;33;25
71;18;12
50;38;13
50;22;28
43;27;30
48;34;17
58;23;19
69;21;10
60;26;14
67;27;6
65;27;8
59;26;15
66;17;17
59;24;18
54;32;14
60;29;11
61;24;15
61;31;8
63;24;13
58;31;11
62;28;10
63;22;16
54;38;8
56;30;15
46;33;21
46;35;19
58;37;5
69;25;6
57;35;9
59;33;7
60;25;15
65;20;15
68;20;12
61;22;17
69;18;13
72;22;7
67;22;12
57;29;14
54;32;14
68;20;12
59;27;14
62;28;10
69;24;7
58;29;13
63;32;5
62;26;12
67;23;10
60;27;13
46;39;14
52;22;26
50;36;14
52;29;19
57;33;10
55;28;17
60;31;9
68;25;7
64;27;9
72;15;13
65;25;10
59;25;16
62;21;17
58;26;16
56;24;20
63;23;15
71;21;8
60;27;13
58;23;19
53;29;18
57;28;15
60;26;14
53;31;17
58;23;19
54;32;14
55;29;16
57;35;9
54;35;12
55;28;17
64;29;7
71;20;9
71;20;9
74;15;11
72;23;6
63;21;15
66;26;8
70;19;12
66;25;9
56;28;16
67;21;12
70;26;4
65;22;13
71;19;10
67;20;13
69;23;8
70;27;3
67;27;6
52;38;10
59;34;7
52;36;12
55;27;18
52;26;22
52;31;17
65;31;4
61;26;13
64;19;17
76;17;7
58;24;18
62;18;21
70;21;9
72;19;8
60;33;8
64;27;9
65;23;12
72;21;7
70;19;12
66;23;11
67;21;12
56;28;15
58;36;6
56;26;18
50;34;16
56;32;12
65;26;9
50;32;18
56;22;22
55;35;10
61;22;17
69;24;7
74;19;7
68;21;11
68;23;9
60;24;17
77;18;5
68;27;5
64;24;12
67;28;5
59;27;14
67;24;10
63;23;14
62;24;14
71;18;11
69;24;7
60;27;13
68;21;11
68;23;9
60;30;10
71;19;10
44;38;19
67;27;7
55;20;25
65;25;10
54;38;8
79;17;4
59;21;21
65;26;10
58;31;12
71;13;17
77;18;5
62;31;8
59;24;17
76;19;5
68;26;6
70;15;15
61;24;15
65;26;10
72;21;7
54;35;12
70;20;10
48;32;20
57;19;24
59;24;18
57;29;14
50;25;25
71;18;12
61;22;17
58;25;17
65;23;12
61;18;21
73;19;8
65;27;8
62;24;14
57;29;14
48;29;24
62;24;14
73;23;4
67;23;10
60;26;14
56;22;22
58;25;17
61;19;19
70;19;11
58;31;12
57;35;9
48;35;17
53;26;21
45;35;20
56;28;17
54;29;17
65;26;10
67;22;11
62;21;17
73;23;5
64;22;13
71;20;9
67;21;12
66;24;10
63;17;20
63;28;10
63;24;13
64;23;13
70;28;2
68;24;7
62;31;7
71;24;5
56;29;15
63;22;16
59;34;7
54;35;12
54;29;18
52;35;13
54;35;12
46;42;13
62;23;15
55;30;15
56;27;17
64;27;9
69;23;8
62;24;14
63;24;12
64;28;8
66;18;16
52;36;11
67;21;13
56;30;14
69;25;6
71;24;6
61;32;8
66;25;9
60;34;6
63;25;13
69;27;4
56;33;11
48;29;24
55;25;20
59;32;9
62;29;10
61;30;9
60;27;13
56;28;17
60;21;19
57;27;16
74;19;8
69;17;13
65;24;12
67;26;8
61;27;12
61;27;11
63;33;5
66;32;2
64;29;7
65;23;12
67;28;5
63;31;6
58;38;4
61;26;13
68;28;4
46;42;13
57;24;19
55;27;18
61;35;4
54;27;19
70;26;4
67;24;10
63;20;17
61;27;12
59;26;15
65;27;8
61;30;9
59;30;11
62;21;17
64;29;7
61;28;11
63;30;8
60;30;10
58;30;13
65;26;9
59;28;14
63;23;13
64;28;8
48;34;17
46;36;18
50;30;20
50;36;14
59;18;23
57;38;5
63;25;13
62;26;12
70;17;13
76;15;10
68;18;13
68;18;14
65;16;19
64;29;7
51;33;16
71;24;5
70;19;11
62;28;11
67;22;11
65;26;9
62;27;11
64;25;11
55;24;21
44;41;15
54;27;19
50;31;19
55;40;5
47;33;20
48;38;14
63;21;16
73;23;5
69;24;7
68;23;9
56;26;18
59;26;15
67;29;5
56;20;24
65;26;9
74;13;13
62;17;21
57;30;13
60;24;16
64;18;18
55;34;10
66;31;3
73;18;9
63;29;8
43;43;14
55;27;18
40;45;15
47;26;26
50;28;22
55;25;20
61;22;17
62;33;5
60;28;12
44;17;39
36;14;50
56;22;22
47;19;34
50;24;26
50;25;25
57;32;11
67;25;8
69;24;7
59;31;9
59;34;7
62;26;12
69;23;8
64;28;8
67;25;8
53;41;6
48;32;20
50;33;17
67;17;17
45;40;15
76;18;6
62;27;12
60;27;13
65;21;15
71;23;6
63;27;10
64;21;15
67;24;9
67;23;10
63;26;12
62;31;7
66;23;11
67;25;8
67;24;9
65;26;9
61;27;12
62;28;10
54;30;16
53;31;16
59;27;14
50;34;16
52;26;22
52;28;20
60;30;10
67;25;8
52;36;12
69;23;8
60;26;14
77;15;8
71;19;10
70;19;12
77;14;9
65;27;8
71;17;12
66;27;7
69;25;6
62;28;10
67;24;9
67;23;10
64;26;11
74;18;9
68;24;8
69;22;9
59;22;19
78;17;4
68;23;9
64;14;23
56;24;20
58;25;17
59;28;14
71;14;14
76;12;12
71;14;16
73;19;8
63;23;15
70;24;6
70;21;9
69;24;7
62;23;15
74;17;10
70;23;6
63;25;12
65;26;9
68;20;12
63;29;8
58;31;11
61;24;15
59;30;11
65;31;4
64;27;9
46;35;19
69;25;6
59;30;11
63;29;8
63;28;9
70;18;11
73;18;10
73;17;10
64;20;16
63;24;14
64;25;11
69;21;10
65;25;10
62;26;12
76;20;4
64;23;13
72;17;11
69;24;7
74;20;6
63;26;11
59;26;15
61;21;18
52;28;20
67;17;17
56;33;11
54;33;13
68;27;5
55;28;17
58;29;13
51;42;7
51;41;8
48;45;7
47;45;8
50;43;7
51;47;2
48;48;5
51;39;11
72;18;11
67;21;12
70;24;6
70;19;12
74;21;5
76;22;3
65;22;14
63;25;13
64;18;18
58;33;8
54;33;13
55;20;25
69;19;13
67;19;14
74;17;9
68;27;5
67;22;11
77;13;10
62;26;12
63;16;22
67;17;17
57;25;18
63;20;17
71;21;8
68;29;4
69;17;14
68;25;7
64;25;11
66;28;6
65;23;13
60;24;16
56;32;12
64;18;18
65;18;18
50;33;17
40;40;20
69;25;6
67;27;7
65;24;12
62;23;15
67;23;10
69;23;8
55;12;33
63;20;17
61;16;23
55;16;29
56;21;24
62;27;12
58;26;16
70;15;15
59;24;17
65;18;18
71;19;10
61;26;13
64;21;14
62;19;19
55;36;9
58;26;16
45;35;20
53;35;12
56;22;22
52;31;17
64;18;18
62;26;12
63;26;11
76;18;6
73;17;10
74;15;11
66;21;13
65;25;10
69;20;11
63;24;12
74;21;5
71;22;8
71;21;7
61;28;11
62;29;10
62;22;16
59;26;15
67;30;3
61;32;6
57;35;9
61;30;9
58;29;13
57;30;13
60;32;8
68;27;5
65;24;12
63;23;14
63;26;12
67;22;12
67;22;11
62;23;15
60;27;13
66;23;11
68;16;16
63;29;8
73;14;14
74;16;9
62;30;8
67;17;17
69;25;6
58;27;15
67;22;11
62;26;12
60;27;13
68;18;14
50;35;15
65;29;6
55;36;9
54;38;8
59;25;16
68;24;8
70;19;11
74;15;11
69;23;8
63;24;12
64;24;11
57;27;16
67;24;9
62;27;11
62;33;5
67;25;8
67;25;8
63;28;9
64;19;17
68;24;8
60;24;16
68;25;7
59;22;19
65;12;24
63;25;13
48;32;19
52;34;14
61;30;9
54;29;18
69;19;13
65;22;13
65;21;15
65;19;16
68;23;10
67;19;14
64;21;15
49;27;24
65;15;21
69;22;9
58;26;16
62;17;21
62;24;15
72;16;13
59;27;14
72;22;6
67;17;17
43;14;43
67;20;13
47;29;24
63;31;6
47;41;12
53;21;26
62;19;19
59;24;17
65;31;4
58;29;13
56;30;15
75;10;15
62;15;23
54;25;21
59;14;27
65;13;22
70;15;15
